p01,p03,p05,p07,p09,p10,p12,p14,p15,p16,p17,p20,p21,p23,p24,p25,p27,p28,p29,p31,p32,p33,p35,p37,p38,p39,p40,p41,p42,p43,p44,p45,p47,p48,p49,p50,p53,p54,p55,p56,p57,p58,p59,p60,p61,p63,p64,p66,p67,p69,p70,p71,p72,p75,p77,p78,p79,p80,p81,p83,p85,p86,p87,p88,p89,p90,p91,p92,p95,p96,p97,p99,p100,p101,p102,p103,p105,p106,p108,p110,p111,p114,p115,p116,p119,p120,p121,p122,p123,p124,p126,p127,p128,p130,p131,p133,p134,p135,p136,p137,p138,p141,p144,p146,p148,p149,p150,class
0,0,216,252,0,252,252,214,0,0,0,0,0,0,0,0,252,0,0,0,225,0,0,209,252,26,0,0,0,0,0,0,0,0,202,0,252,0,0,0,0,0,0,0,0,0,0,0,210,178,19,0,0,0,0,0,0,0,209,0,141,0,0,0,253,196,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,252,0,0,7,76,0,252,0,0,0,0,0,0,160,0,252,0,0,252,0,0,252,0,253,0
0,0,0,253,136,253,0,251,0,0,0,0,1,0,253,0,229,137,0,0,0,0,114,253,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,131,0,0,0,0,253,0,0,0,0,0,0,0,0,71,0,253,253,65,253,253,0,0,87,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,18,93,0,200,255,0,253,253,227,0,0,0,240,253,253,253,137,106,0,0,0,0,232,157,0,0
0,0,253,0,0,0,233,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,254,254,252,0,0,0,252,0,0,0,0,0,102,0,0,0,0,0,0,0,41,0,50,0,253,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,153,0,82,0,20,0,0,0,0,0,0,0,244,0,0,255,0,0,142,0,0,0,30,253,1
0,0,254,0,0,0,0,237,0,0,0,0,0,0,0,0,0,9,0,0,22,0,0,254,254,217,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,3,0,223,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,215,0,231,0,0,0,0,0,0,0,74,0,0,112,0,0,0,0,0,254,0,0,1
0,0,253,0,0,241,253,253,0,0,0,0,0,0,0,0,253,79,0,0,183,0,0,253,253,253,147,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,253,0,0,132,0,0,0,0,0,0,50,0,253,0,189,0,0,0,0,114,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,143,0,0,0,13,0,0,0,0,0,2,0,0,205,0,0,0,0,0,253,0,253,0
0,0,253,0,0,37,253,254,0,0,0,0,0,0,0,3,248,19,0,0,253,0,0,253,253,253,168,0,0,0,0,0,0,0,63,0,253,0,0,0,0,0,0,0,0,0,253,1,250,0,0,0,0,0,0,0,2,0,227,0,176,0,0,0,253,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,121,0,253,0,224,27,40,0,0,0,0,0,0,0,0,253,0,0,116,0,0,253,0,253,0
0,0,0,0,0,0,128,64,0,0,0,0,64,0,191,0,255,255,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,64,128,0,0,0,64,0,0,0,0,255,0,255,0,255,64,0,0,0,255,0,255,0,0,128,0,0,0,0,0,0,0,0,0,191,0,0,255,0,0,0,0,255,255,0,0,0,0,0,191,0,64,0,0,0,0,0,0,0,255,255,0
0,0,65,0,0,0,0,253,0,0,0,0,0,0,0,230,253,10,0,0,243,0,0,253,0,244,227,0,0,0,0,0,0,0,14,0,98,0,14,0,0,0,59,0,0,0,227,0,0,0,0,0,0,0,0,0,110,0,253,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,98,253,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,23,0,0,0
0,89,203,0,0,0,221,0,0,0,0,0,253,0,28,0,153,58,0,0,253,0,0,58,0,253,253,0,0,0,0,253,253,0,253,179,0,0,0,0,199,12,253,253,0,0,253,253,0,0,114,238,141,0,0,0,253,0,253,254,253,0,253,0,0,83,15,194,0,0,253,16,111,0,0,0,0,0,0,0,229,0,253,253,0,253,0,10,253,0,0,0,0,0,0,0,0,253,0,0,0,0,71,0,253,253,253,0
0,0,211,7,0,186,167,253,0,0,0,0,0,0,0,0,253,93,0,0,53,0,0,253,253,143,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,92,0,253,0,0,0,0,0,0,253,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,178,0,0,0,0,0,47,0,0,110,0,0,0,0,0,164,3,86,0
0,0,13,253,0,253,226,35,0,0,0,0,201,0,4,0,253,253,0,0,137,0,0,118,10,208,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,40,122,0,0,133,191,0,130,0,158,0,0,0,0,253,0,221,128,253,0,73,0,0,253,0,253,0,0,25,0,0,0,0,0,0,0,0,0,1,254,0,253,0,253,0,0,250,253,0,0,0,0,0,253,49,30,0,0,0,0,0,0,201,253,253,0
0,0,182,253,0,253,253,252,0,0,0,0,93,0,32,0,162,201,0,0,0,0,0,247,247,253,29,0,0,0,0,17,0,0,59,0,0,0,0,0,0,0,1,0,0,0,29,13,0,1,30,0,0,0,0,0,249,0,245,0,204,0,0,0,0,253,0,253,0,0,0,0,0,0,35,0,0,0,0,0,0,254,0,253,0,253,0,0,31,253,15,0,0,0,0,188,0,0,96,0,0,0,0,0,84,170,253,0
0,0,231,0,0,0,191,253,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,252,148,252,253,0,0,0,99,0,0,0,0,215,222,0,0,0,0,0,0,0,0,0,252,217,253,0,0,0,0,0,0,0,0,0,108,171,252,11,94,232,212,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,252,0,252,0,252,0,0,94,0,0,0,0,0,0,252,0,21,252,0,0,252,0,0,108,253,252,1
0,0,253,253,0,253,242,253,0,0,0,0,0,0,69,0,105,3,0,0,0,0,0,39,253,155,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,253,147,253,253,0,0,0,0,0,0,0,0,3,56,253,0,7,0,248,253,0,253,0,0,0,0,0,0,69,0,0,119,0,0,0,4,0,183,0,35,156,0,0,129,75,0,0,0,0,253,253,0,253,253,0,0,0,0,163,253,0,0
0,0,0,0,226,0,0,254,105,0,0,0,0,0,106,0,125,103,0,0,38,0,0,254,0,251,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,169,0,0,0,254,0,39,0,3,0,0,0,0,0,0,0,254,0,0,0,2,0,0,254,0,254,0,0,253,0,0,0,37,0,0,191,188,0,0,0,67,0,0,236,226,0,254,61,0,0,0,0,0,252,68,213,250,0,0,0,0,0,254,254,0,0
0,0,253,78,90,0,127,253,0,0,0,0,0,0,253,0,253,29,0,0,253,0,0,249,253,0,0,0,0,0,0,0,0,0,253,0,11,0,0,0,0,0,0,0,0,0,253,250,253,0,253,0,0,0,0,0,0,0,203,244,253,0,205,0,243,253,0,253,0,0,0,173,0,0,253,0,0,254,85,0,0,0,253,160,0,0,253,253,0,253,253,0,0,0,0,157,253,0,253,251,0,0,0,0,253,253,0,0
0,0,253,0,0,83,253,253,12,0,0,0,0,0,0,0,253,65,0,0,253,0,0,253,253,252,11,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,253,3,49,0,0,0,0,0,0,0,52,0,253,0,198,0,0,0,194,253,0,0,0,0,0,5,0,0,0,0,0,0,104,0,0,253,49,253,0,253,0,253,97,52,0,0,0,0,0,0,0,0,253,0,0,182,0,0,253,0,253,0
0,0,0,0,0,10,36,0,0,0,0,0,25,0,213,0,0,240,0,0,0,0,0,197,0,233,215,0,0,0,0,0,30,0,0,253,0,0,0,21,0,0,62,174,0,0,229,253,0,0,0,253,1,0,0,0,253,0,253,254,253,185,253,177,0,26,0,253,0,0,253,0,0,0,55,0,0,0,0,0,0,0,0,241,0,233,0,0,253,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,253,76,253,0
0,0,176,148,0,0,208,0,0,0,0,0,0,0,0,0,254,0,0,0,254,0,0,50,250,65,79,0,0,0,0,0,0,0,7,0,254,0,0,0,0,0,0,0,0,0,60,0,39,59,0,0,0,0,0,0,0,0,66,0,0,0,0,0,238,254,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,12,0,254,0,0,0,0,0,0,0,0,141,0,0,96,0,0,254,0,254,0
0,0,255,255,0,255,255,0,0,0,0,0,0,0,0,0,255,0,0,0,255,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255,0,255,64,0,0,0,0,0,0,0,0,0,0,191,0,0,0,255,255,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,255,0,255,0,255,64,255,0,0,0,0,0,0,64,0,128,0,0,255,0,0,255,0,255,0
0,0,205,0,0,7,99,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,74,216,135,254,0,0,0,0,0,0,0,0,0,254,0,254,0,0,0,0,0,0,0,254,0,16,253,0,0,0,0,0,0,0,0,93,0,0,0,0,0,141,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,56,0,0,0,0,0,0,0,0,0,0,131,0,0,70,0,0,255,0,0,1
0,0,221,26,24,67,137,136,0,0,0,0,252,0,29,0,252,253,0,0,209,0,0,108,0,252,239,0,0,0,0,252,0,0,11,0,0,0,0,0,0,13,253,253,0,0,255,252,0,0,0,249,0,0,0,0,252,0,178,252,252,0,252,0,0,84,0,253,0,0,252,0,0,0,0,0,0,0,0,0,0,0,15,234,0,252,9,0,252,0,0,0,0,0,0,252,0,252,0,0,0,0,0,0,47,252,252,0
0,0,64,191,0,64,255,0,0,0,0,0,0,0,255,128,0,0,0,0,0,0,0,0,255,0,255,0,0,0,0,0,0,0,255,0,255,0,0,0,0,0,0,0,0,0,255,191,255,0,255,0,0,0,0,0,0,0,0,191,255,0,0,0,255,191,0,255,0,0,0,128,0,0,255,0,0,255,0,0,0,0,255,255,0,0,255,0,0,0,255,0,0,0,0,0,191,0,0,64,0,255,0,0,0,255,128,0
0,0,80,16,0,40,113,86,0,0,0,0,0,0,0,30,26,0,0,0,0,0,0,135,243,0,254,0,0,0,0,0,0,0,173,0,254,0,254,0,0,0,0,0,0,0,224,0,161,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,254,0,0,235,0,0,1
0,0,229,253,253,251,0,253,255,0,0,0,31,0,173,0,251,241,0,0,173,0,0,251,63,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,251,0,253,0,0,0,0,0,0,251,0,251,253,152,0,251,0,0,253,0,251,0,0,24,0,0,0,231,0,0,253,253,0,0,0,0,70,0,251,251,0,64,253,67,0,0,0,0,251,251,253,234,32,0,0,0,0,253,251,0,0
0,0,151,254,0,254,242,213,0,0,0,0,3,0,0,5,254,0,0,0,254,0,0,254,237,11,116,0,0,0,0,0,0,0,235,0,254,0,0,0,0,0,0,0,0,0,254,0,0,92,70,0,0,0,0,0,49,0,254,0,0,0,0,0,25,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,198,0,0,0,254,0,154,0,0,0,0,0,0,0,0,254,0,0,170,0,0,254,0,254,0
0,0,113,0,0,173,54,0,0,0,0,0,0,0,0,120,253,0,0,0,66,0,0,151,170,134,253,0,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,0,0,253,0,254,254,80,0,0,0,0,0,0,0,179,0,0,0,0,0,253,253,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,253,0,215,0,0,0,0,0,0,0,0,173,0,0,253,0,0,255,0,57,0
0,0,165,253,0,253,253,253,0,0,0,0,101,0,0,88,253,253,0,0,0,0,0,253,253,7,47,0,0,0,0,3,0,0,253,0,9,0,253,0,0,0,0,47,0,0,77,9,0,17,221,0,0,0,0,0,253,0,253,0,155,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,251,0,0,0,0,0,181,65,0,0,0,0,0,0,0,221,0,0,169,0,0,201,0,253,1
0,0,253,253,0,253,253,253,0,0,0,0,0,0,109,0,236,33,0,0,0,0,0,253,253,253,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,20,0,0,0,0,0,33,0,253,45,253,0,5,0,0,0,0,236,0,0,0,0,0,0,129,0,0,6,0,0,0,0,232,253,0,127,47,0,0,236,253,0,0,0,0,42,253,0,230,253,0,0,0,0,200,169,183,0
0,0,64,128,0,128,0,64,0,0,0,0,64,0,191,0,255,255,0,0,0,0,0,128,0,255,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,64,64,0,0,128,255,0,0,0,64,0,0,0,0,255,0,255,128,255,0,255,0,0,255,0,255,0,0,64,0,0,0,64,0,0,0,0,0,0,128,255,255,0,255,0,0,255,255,0,0,0,0,0,255,64,191,0,0,0,0,0,0,255,255,255,0
0,0,249,143,0,227,156,0,0,0,0,0,230,0,0,0,254,164,0,0,249,0,0,4,228,139,0,0,0,0,0,124,0,0,96,0,0,0,0,0,0,0,0,165,0,0,3,213,0,0,0,225,0,0,0,0,254,0,108,89,254,0,32,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,229,254,0,6,0,66,0,254,0,0,0,0,0,167,52,0,0,0,0,0,0,0,14,0,62,0
0,0,254,0,0,66,254,254,0,0,0,0,171,0,0,0,254,254,0,0,254,0,0,254,203,254,94,0,0,0,0,176,1,0,0,0,0,0,0,0,0,0,174,113,0,0,254,199,0,0,0,254,0,0,0,0,254,0,254,0,254,0,172,0,0,229,0,0,0,0,254,0,0,0,0,0,0,0,0,0,23,25,211,199,0,254,0,152,254,74,0,0,0,0,0,254,0,254,171,0,0,0,0,0,250,79,254,0
0,0,253,0,255,0,0,36,0,0,0,0,1,0,76,0,2,253,0,0,25,0,0,246,0,20,249,0,0,0,0,0,0,0,233,145,0,0,0,0,0,0,0,57,0,0,226,82,21,0,22,153,0,0,0,0,189,0,253,253,0,2,133,0,0,0,0,194,0,0,86,0,0,0,0,0,0,0,0,0,0,0,253,253,0,160,93,0,17,0,0,0,0,0,0,0,0,253,28,0,0,0,0,0,253,182,253,0
0,0,253,240,0,252,252,137,0,0,0,0,0,0,0,0,252,0,0,0,238,0,0,65,253,128,0,0,0,0,0,0,0,0,214,0,154,0,0,0,0,0,0,0,0,0,252,0,253,224,15,0,0,0,0,0,0,0,25,0,178,0,0,0,253,252,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,252,0,16,0,0,0,252,0,0,0,0,0,0,19,0,247,0,0,7,0,0,252,0,253,0
0,0,0,38,0,70,21,253,0,0,0,0,0,0,0,0,252,92,0,0,32,0,0,252,0,252,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,252,0,0,0,47,221,0,0,0,0,0,0,0,0,13,0,252,162,252,19,209,0,0,252,0,252,0,0,210,0,0,0,0,0,0,0,0,0,97,0,116,252,0,252,17,0,252,252,0,0,0,0,0,235,186,208,222,7,0,0,0,0,252,252,66,0
0,0,253,253,70,253,151,253,0,0,0,0,0,0,253,253,253,253,0,0,186,0,0,253,253,253,0,0,0,0,0,0,0,0,253,0,0,0,245,0,0,0,0,4,0,0,253,253,205,0,40,0,0,0,0,0,63,0,210,249,253,0,248,0,116,253,0,253,0,0,0,0,0,0,121,0,0,165,62,0,0,0,253,228,0,253,253,0,17,253,7,0,0,0,0,253,253,61,253,253,0,0,0,0,253,253,33,0
0,0,185,241,0,238,253,126,0,0,0,0,2,0,8,0,253,169,0,0,0,0,0,86,253,46,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,160,0,236,0,7,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,253,141,0,0,0,0,253,136,0,0,0,0,0,0,0,112,249,245,0
0,0,138,0,140,0,0,253,0,0,0,0,0,0,253,0,0,3,0,0,0,0,5,103,0,253,249,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,158,253,253,0,0,0,0,0,0,0,0,0,0,253,247,223,253,0,232,0,0,125,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,253,0,253,212,0,17,0,3,0,0,0,91,253,0,126,253,0,0,0,0,0,9,112,253,0
0,0,252,252,0,252,252,200,0,0,0,0,0,0,252,0,242,0,0,0,0,0,252,253,252,16,0,0,0,0,0,0,0,0,252,0,11,0,0,148,0,0,0,0,0,0,0,129,0,0,231,0,0,0,0,0,0,0,191,115,253,108,0,0,42,0,0,0,0,0,0,71,0,0,252,0,0,0,0,0,0,0,252,237,0,0,109,0,0,217,252,0,0,0,252,0,253,0,253,255,0,0,0,0,253,253,62,0
0,0,253,253,0,252,255,253,0,0,0,0,0,0,0,0,252,0,0,0,113,0,0,242,239,252,0,0,0,0,0,0,0,0,94,0,252,0,0,0,0,0,0,0,0,0,225,252,255,253,0,0,0,0,0,0,0,0,176,198,252,0,178,0,252,253,0,252,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,252,0,224,194,0,0,253,223,0,0,0,0,19,252,0,253,193,0,29,0,0,253,84,236,0
0,0,0,250,0,237,253,252,0,0,0,0,31,0,252,0,252,252,0,0,0,0,103,252,90,230,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,208,4,0,0,0,9,18,253,0,0,0,0,0,0,209,0,252,61,197,252,0,0,0,240,0,63,0,0,252,0,0,0,252,0,0,0,0,0,0,255,0,244,0,252,201,0,252,252,252,0,0,0,103,252,252,151,226,253,0,0,0,0,252,238,70,0
0,0,253,253,0,253,254,253,0,0,0,0,0,0,0,0,253,12,0,0,253,0,0,253,253,105,0,0,0,0,0,0,0,0,200,0,73,0,0,0,0,0,0,0,0,0,0,24,39,254,21,0,0,0,0,0,10,0,239,2,211,0,0,0,136,218,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,253,0,0,16,61,0,253,0,0,0,0,0,29,253,0,253,100,0,0,0,0,254,0,213,0
0,49,70,0,0,0,29,0,0,0,0,0,253,0,0,0,232,0,0,0,253,0,0,0,0,253,0,0,0,0,0,253,253,0,254,0,0,0,0,0,67,0,253,249,0,0,253,253,0,0,254,198,0,0,0,0,239,0,90,211,182,0,253,0,0,173,14,0,0,0,253,137,0,0,0,0,0,0,0,0,175,0,236,253,0,253,0,28,253,62,0,0,0,0,0,72,0,253,0,0,0,0,32,0,239,253,253,0
0,0,198,253,0,253,253,121,0,0,0,0,0,0,0,29,253,0,0,0,216,0,0,136,253,82,0,0,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,0,0,8,0,219,254,94,0,0,0,0,0,0,0,106,14,86,0,0,0,253,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,253,0,0,140,0,0,253,214,0,0,0,0,0,207,0,249,27,0,210,0,0,253,186,227,0
0,0,131,253,0,253,253,0,0,0,0,0,0,0,104,11,234,0,0,0,24,0,0,0,251,0,0,0,0,0,0,0,0,0,253,0,224,0,0,0,0,0,0,0,0,0,58,0,253,15,253,0,0,0,0,0,0,0,0,4,121,0,0,0,253,253,0,253,0,0,0,6,0,0,253,0,0,224,0,0,0,0,253,253,0,0,36,0,0,253,253,0,0,0,0,0,253,0,67,253,0,45,0,0,152,126,129,0
0,0,253,101,0,101,61,0,0,0,0,0,0,0,253,142,253,0,0,0,253,0,253,0,84,200,0,0,0,0,0,0,0,0,53,0,253,0,0,168,0,0,0,0,0,0,0,224,246,0,193,0,0,0,0,0,0,0,0,127,253,6,138,0,253,48,0,76,0,0,0,185,0,0,253,0,0,0,0,0,0,0,4,253,0,66,101,169,0,231,231,0,0,0,253,0,253,0,61,254,0,224,0,0,187,156,7,0
0,82,253,251,255,251,253,253,0,0,0,0,251,0,31,251,251,251,0,0,251,0,0,251,251,251,253,0,0,0,0,173,251,0,255,251,251,0,211,0,188,188,251,253,0,0,253,251,253,96,253,251,23,92,0,0,251,0,251,253,251,0,251,0,251,251,23,251,0,0,251,251,0,0,31,0,0,0,0,0,96,255,253,251,0,251,48,251,251,188,111,0,0,0,0,251,0,253,253,0,0,142,96,0,251,251,251,0
0,0,0,0,0,0,107,252,0,0,0,0,0,0,0,253,0,96,0,0,252,0,0,225,0,0,252,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,252,0,0,0,69,253,210,0,0,0,0,0,0,0,0,0,6,107,173,0,252,0,54,0,0,69,0,0,252,247,0,0,0,0,0,0,0,0,206,0,0,0,0,20,0,252,252,0,0,0,0,0,0,252,0,252,252,0,0,0,0,0,174,253,213,1
0,0,253,252,0,252,253,162,0,0,0,0,0,0,252,0,252,0,0,0,0,0,253,136,252,252,253,0,0,0,0,0,0,0,255,0,73,0,0,112,0,0,0,0,0,0,253,197,253,38,27,0,0,0,0,0,0,0,52,86,252,112,54,0,252,252,0,85,0,0,0,0,0,0,252,0,0,0,0,0,0,0,152,252,0,187,120,0,0,252,252,0,0,0,204,71,246,0,253,196,0,0,0,0,252,252,252,0
0,0,253,253,0,253,250,119,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,54,253,183,0,0,0,0,0,0,0,0,149,0,193,0,0,0,0,0,0,0,0,0,227,167,226,248,0,0,0,0,0,0,0,0,32,15,253,0,20,0,253,253,0,253,0,0,0,0,0,0,0,0,0,173,0,0,0,0,44,253,0,20,175,0,0,253,232,0,0,0,0,0,253,0,253,250,0,0,0,0,245,0,151,0
0,0,0,81,0,69,53,253,0,0,0,0,0,0,6,0,120,93,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,234,95,41,0,0,0,0,0,0,0,17,0,183,0,254,0,94,0,0,216,0,253,0,0,89,0,0,0,0,0,0,0,0,0,96,0,0,253,0,69,0,0,253,32,0,0,0,0,0,253,0,56,245,0,0,0,0,0,253,255,173,0
0,0,0,0,0,0,254,95,0,0,0,0,253,0,0,0,85,253,0,0,253,0,0,131,0,178,253,0,0,0,0,195,0,0,253,0,166,0,0,0,0,0,224,175,0,0,249,248,0,0,213,9,0,0,0,0,253,0,253,44,253,0,215,0,0,35,0,0,0,0,251,0,0,0,0,0,0,0,0,0,40,11,253,78,0,121,0,253,253,0,0,0,0,0,0,99,0,253,0,0,0,0,0,0,255,0,246,0
0,0,62,196,0,217,252,252,0,0,0,0,45,0,71,0,181,231,0,0,37,0,0,253,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,182,0,0,0,0,0,0,0,0,222,0,63,63,253,0,37,0,0,253,0,253,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,253,0,252,0,0,242,252,5,0,0,0,0,208,42,63,129,0,0,0,0,0,78,180,253,0
0,0,254,0,0,0,70,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,254,246,255,0,0,0,26,0,0,0,0,0,89,0,246,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,254,0,0,1
0,0,253,253,0,253,129,116,0,0,0,0,253,0,15,60,253,253,0,0,0,0,0,111,114,253,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,111,0,0,229,253,0,0,0,32,0,0,0,0,253,0,58,176,253,0,144,0,0,253,0,253,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,253,0,144,0,0,0,106,0,0,0,0,0,247,0,0,5,0,0,0,0,0,0,253,223,0
0,0,255,255,0,255,255,255,0,0,0,0,0,0,128,0,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,128,0,255,0,0,0,0,0,64,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,255,191,255,0,255,0,255,255,0,255,0,0,64,0,0,0,128,0,0,0,0,0,0,0,0,255,0,255,0,0,255,255,0,0,0,0,0,64,0,128,255,0,0,191,0,0,255,255,255,0
0,0,234,0,0,25,253,144,0,0,0,0,249,0,0,0,237,253,0,0,226,0,0,36,213,253,130,0,0,0,0,253,0,0,149,0,53,0,0,0,0,0,0,218,0,0,253,45,0,0,0,120,0,0,0,0,253,0,152,0,222,0,0,0,0,140,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,252,62,0,244,0,228,0,11,0,0,0,0,0,253,0,25,0,0,0,0,0,0,115,0,253,0
0,0,255,255,0,255,0,255,0,0,0,0,64,0,255,0,255,255,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,255,0,255,128,255,64,255,0,0,255,0,128,0,0,0,0,0,0,255,0,0,0,0,0,64,191,0,255,0,0,128,0,0,255,64,0,0,0,0,191,64,0,64,0,0,0,0,0,128,255,128,0
0,0,253,253,0,252,247,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,252,98,0,0,0,0,0,0,0,0,97,0,71,0,0,0,0,0,0,0,0,0,252,27,255,0,0,0,0,0,0,0,0,0,0,4,211,0,0,0,252,241,0,252,0,0,0,0,0,0,252,0,0,148,0,0,0,0,0,119,0,0,52,0,0,35,56,0,0,0,0,0,252,0,0,247,0,0,0,0,0,252,14,0
0,0,244,254,0,254,254,251,0,0,0,0,0,0,0,0,254,0,0,0,168,0,0,254,243,254,254,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,53,0,254,0,19,0,0,0,0,83,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,18,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,5,0
0,0,58,0,0,142,253,57,0,0,0,0,253,0,0,0,225,253,0,0,253,0,0,5,26,253,253,0,0,0,0,253,0,0,0,0,40,0,0,0,0,0,42,150,0,0,253,0,21,0,0,0,0,0,0,0,253,0,5,0,235,0,0,0,0,91,0,104,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,40,230,0,0,0,0,0,0,104,0,155,0,0,0,0,0,0,15,0,86,0
0,0,167,0,0,0,121,253,0,0,0,0,15,0,0,0,128,28,0,0,201,0,0,239,253,172,227,0,0,0,0,13,0,0,10,0,206,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,185,0,245,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,129,142,0,0,253,0,253,25,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,72,0,0,0
0,0,248,22,0,211,253,2,0,0,0,0,0,0,0,0,101,0,0,0,189,0,0,21,252,230,92,0,0,0,0,0,0,0,117,0,243,0,0,0,0,0,0,0,0,0,207,0,74,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,252,253,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,252,0,253,0,0,0,0,0,0,0,0,116,0,0,253,0,0,253,0,116,0
